"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"200.0","807adab4","Data Label","Global","User Defined","3","0"
"const_140.0","807adab8","Data Label","Global","User Defined","1","0"
"const_0.0","807adb10","Data Label","Global","User Defined","23","0"
"const_IntToDouble","807adb18","Data Label","Global","User Defined","23","0"
"const_0.5_globalPowerAdjustment","807adb20","Data Label","Global","User Defined","1","0"
"const_100.0_contactQual_capStar_cursedBall","807adb24","Data Label","Global","User Defined","12","0"
"const_1.0","807adb28","Data Label","Global","User Defined","22","0"
"200.0","807adb2c","Data Label","Global","User Defined","3","0"
"c_0.01","807adb30","Data Label","Global","User Defined","1","0"
"c_512","807adb34","Data Label","Global","User Defined","1","0"
"c_0.001953125","807adb38","Data Label","Global","User Defined","1","0"
"c_864","807adb3c","Data Label","Global","User Defined","1","0"
"c_672","807adb40","Data Label","Global","User Defined","1","0"
"const_0.7_bOD_nonCharged_powerMult","807adb44","Data Label","Global","User Defined","1","0"
"const_0.00001_addedGravityConversionFactor","807adb48","Data Label","Global","User Defined","1","0"
"const_0.00390625_angleConversion","807adb4c","Data Label","Global","User Defined","1","0"
"const_UintToDouble","807adb50","Data Label","Global","User Defined","8","0"
"batterMovementConst_72.0","807adb58","Data Label","Global","User Defined","2","0"
"const_0.0","807adbc8","Data Label","Global","User Defined","59","0"
"doubleConst","807adbd0","Data Label","Global","User Defined","22","0"
"c_1.0","807adbd8","Data Label","Global","User Defined","15","0"
"const_20.0","807adbf0","Data Label","Global","User Defined","35","0"
"const_2.0","807adbf4","Data Label","Global","User Defined","3","0"
"const_0.995","807adbf8","Data Label","Global","User Defined","3","0"
"c_0.5","807adc00","Data Label","Global","User Defined","10","0"
"const_3.0","807adc08","Data Label","Global","User Defined","8","0"
"const_0.005","807adc18","Data Label","Global","User Defined","3","0"
"const_0.95_bOD_camSlowdownSmoothing","807adc1c","Data Label","Global","User Defined","3","0"
"const_0.75_bOD_yfocalPointOfBall","807adc20","Data Label","Global","User Defined","1","0"
"const_9.0_bOD_camMovementSpeed","807adc24","Data Label","Global","User Defined","1","0"
"const_0.1","807adc28","Data Label","Global","User Defined","5","0"
"const_-5.0","807adc2c","Data Label","Global","User Defined","2","0"
"const_100.0","807adc30","Data Label","Global","User Defined","2","0"
"const_50.0","807adc34","Data Label","Global","User Defined","2","0"
"c_0.85","807adc38","Data Label","Global","User Defined","1","0"
"const_0.2","807adc3c","Data Label","Global","User Defined","2","0"
"const_-0.001","807adc60","Data Label","Global","User Defined","5","0"
"const_10.0","807adc68","Data Label","Global","User Defined","3","0"
"const_5.0","807adc6c","Data Label","Global","User Defined","1","0"
"const_0.8","807adc70","Data Label","Global","User Defined","1","0"
"const_0.00390625","807adc74","Data Label","Global","User Defined","1","0"
"const_3.0","807adc78","Data Label","Global","User Defined","2","0"
"const_0.001","807adc80","Data Label","Global","User Defined","5","0"
"c_36.0","807adc90","Data Label","Global","User Defined","2","0"
"c_57.29578","807adc98","Data Label","Global","User Defined","2","0"
"c_114.59155","807adc9c","Data Label","Global","User Defined","2","0"
"const_74.0","807adca0","Data Label","Global","User Defined","2","0"
"const_255.0","807adcf8","Data Label","Global","User Defined","1","0"
"doubleConst","807add00","Data Label","Global","User Defined","2","0"
"const_1.0","807add58","Data Label","Global","User Defined","2","0"
"constToDouble","807add60","Data Label","Global","User Defined","4","0"
"constToDouble","807add68","Data Label","Global","User Defined","3","0"
"const_0.0","807add70","Data Label","Global","User Defined","8","0"
"const_5.0","807add74","Data Label","Global","User Defined","2","0"
"const_0.0","807addd0","Data Label","Global","User Defined","8","0"
"const_0.03","807addd4","Data Label","Global","User Defined","1","0"
"const_-0.03","807addd8","Data Label","Global","User Defined","1","0"
"constToDouble","807adde0","Data Label","Global","User Defined","4","0"
"const_5.0","807adde8","Data Label","Global","User Defined","2","0"
"const_0.01","807addec","Data Label","Global","User Defined","1","0"
"const_0.0","807ade94","Data Label","Global","User Defined","4","0"
"const_0.02","807ade98","Data Label","Global","User Defined","1","0"
"const_-0.02","807adea0","Data Label","Global","User Defined","1","0"
"const_pi/180","807adea8","Data Label","Global","User Defined","2","0"
"const_3.0","807adeac","Data Label","Global","User Defined","1","0"
"doubleConst","807adeb0","Data Label","Global","User Defined","1","0"
"55.0","807adf58","Data Label","Global","User Defined","3","0"
"-55.0","807adf5c","Data Label","Global","User Defined","3","0"
"0.0","807adf60","Data Label","Global","User Defined","0","0"
"const_0.0","807adf60","Data Label","Global","User Defined","445","0"
"const_0.1","807adf64","Data Label","Global","User Defined","17","0"
"const_0.95_runningCatchVeloDecay","807adf68","Data Label","Global","User Defined","3","0"
"0.5","807adf70","Data Label","Global","User Defined","217","0"
"3.0","807adf78","Data Label","Global","User Defined","217","0"
"const_0","807adf80","Data Label","Global","User Defined","217","0"
"const_0.01","807adf88","Data Label","Global","User Defined","9","0"
"const_IntToDouble","807adf90","Data Label","Global","User Defined","35","0"
"const_IntToDouble","807adf98","Data Label","Global","User Defined","3","0"
"1.0","807adfa0","Data Label","Global","User Defined","41","0"
"const_5.0","807adfa4","Data Label","Global","User Defined","54","0"
"const_2.0","807adfa8","Data Label","Global","User Defined","17","0"
"const_0.07","807adfac","Data Label","Global","User Defined","4","0"
"const_15.00","807adfb0","Data Label","Global","User Defined","17","0"
"const_0.25","807adfb4","Data Label","Global","User Defined","5","0"
"const_3.0","807adfb8","Data Label","Global","User Defined","46","0"
"const_0.05","807adfbc","Data Label","Global","User Defined","6","0"
"const_0.5","807adfc0","Data Label","Global","User Defined","29","0"
"const_1.2","807adfc4","Data Label","Global","User Defined","3","0"
"const_1.1","807adfc8","Data Label","Global","User Defined","1","0"
"const_4.0","807adfcc","Data Label","Global","User Defined","11","0"
"const_25.0","807adfd0","Data Label","Global","User Defined","4","0"
"const_99.0","807adfd4","Data Label","Global","User Defined","4","0"
"const_4.5","807adfd8","Data Label","Global","User Defined","4","0"
"const_20.0","807adfdc","Data Label","Global","User Defined","21","0"
"const_10.0","807adfe0","Data Label","Global","User Defined","28","0"
"const_999.9","807adfe4","Data Label","Global","User Defined","8","0"
"const50.0","807adff0","Data Label","Global","User Defined","3","0"
"-0.5","807adff4","Data Label","Global","User Defined","2","0"
"const_0.3","807adff8","Data Label","Global","User Defined","7","0"
"c0.2","807adffc","Data Label","Global","User Defined","3","0"
"-PI","807ae000","Data Label","Global","User Defined","1","0"
"const_2048.0","807ae004","Data Label","Global","User Defined","4","0"
"const_pi","807ae008","Data Label","Global","User Defined","4","0"
"const_3.25","807ae00c","Data Label","Global","User Defined","2","0"
"const_40.0","807ae010","Data Label","Global","User Defined","9","0"
"const_-10.0","807ae014","Data Label","Global","User Defined","2","0"
"f8.0","807ae018","Data Label","Global","User Defined","13","0"
"const_8.0","807ae018","Data Label","Global","User Defined","0","0"
"c7.0","807ae024","Data Label","Global","User Defined","5","0"
"const_30.0","807ae028","Data Label","Global","User Defined","3","0"
"c38","807ae02c","Data Label","Global","User Defined","2","0"
"c46","807ae030","Data Label","Global","User Defined","2","0"
"const_6.0","807ae034","Data Label","Global","User Defined","3","0"
"c_0.17","807ae038","Data Label","Global","User Defined","1","0"
"const10000","807ae03c","Data Label","Global","User Defined","2","0"
"const_60.0","807ae040","Data Label","Global","User Defined","3","0"
"const_68.0","807ae044","Data Label","Global","User Defined","1","0"
"const_2.5","807ae048","Data Label","Global","User Defined","4","0"
"c10000.0","807ae04c","Data Label","Global","User Defined","2","0"
"const_18.0","807ae050","Data Label","Global","User Defined","1","0"
"const_0.15","807ae054","Data Label","Global","User Defined","1","0"
"const_45.0","807ae058","Data Label","Global","User Defined","2","0"
"const_-2.0","807ae05c","Data Label","Global","User Defined","2","0"
"const_0.03","807ae060","Data Label","Global","User Defined","4","0"
"const_9999.9","807ae064","Data Label","Global","User Defined","4","0"
"const_16.0","807ae068","Data Label","Global","User Defined","3","0"
"const_0.7","807ae078","Data Label","Global","User Defined","6","0"
"const_9.0","807ae07c","Data Label","Global","User Defined","1","0"
"const_58.0_maxDistFromHomeForCutoff","807ae080","Data Label","Global","User Defined","1","0"
"const_1.5","807ae084","Data Label","Global","User Defined","1","0"
"const_1.7","807ae088","Data Label","Global","User Defined","5","0"
"const_3.5","807ae08c","Data Label","Global","User Defined","1","0"
"const_3.7","807ae090","Data Label","Global","User Defined","3","0"
"const_2.7","807ae094","Data Label","Global","User Defined","3","0"
"const_21.0","807ae098","Data Label","Global","User Defined","2","0"
"const_-3.0","807ae09c","Data Label","Global","User Defined","2","0"
"const_-6.0","807ae0a0","Data Label","Global","User Defined","2","0"
"const_-35.0","807ae0a4","Data Label","Global","User Defined","1","0"
"const_35.0","807ae0a8","Data Label","Global","User Defined","1","0"
"const_0.18","807ae0ac","Data Label","Global","User Defined","1","0"
"const_38.8","807ae0b0","Data Label","Global","User Defined","3","0"
"const_18.4","807ae0b4","Data Label","Global","User Defined","3","0"
"const_28.0ZoneAwayFromHome","807ae0b8","Data Label","Global","User Defined","3","0"
"const_37.0ZoneAwayFromHome","807ae0bc","Data Label","Global","User Defined","3","0"
"const_43.0ZoneAwayFromHome","807ae0c0","Data Label","Global","User Defined","3","0"
"70.0","807ae0c4","Data Label","Global","User Defined","1","0"
"-5.0","807ae0c8","Data Label","Global","User Defined","2","0"
"const_0.0005","807ae0cc","Data Label","Global","User Defined","1","0"
"const_0.001","807ae0d0","Data Label","Global","User Defined","1","0"
"const_0.002","807ae0d4","Data Label","Global","User Defined","1","0"
"const_0.003","807ae0d8","Data Label","Global","User Defined","1","0"
"-1.0","807ae0dc","Data Label","Global","User Defined","2","0"
"const_0.4_extraThresholdToBeOnBaseIfAlreadyOnBaseAndHasBall","807ae0e0","Data Label","Global","User Defined","1","0"
"const_0.8_extraThresholdToBeOnBaseIfAlreadyOnBaseAndDoesntHaveBall","807ae0e4","Data Label","Global","User Defined","1","0"
"6.5","807ae0e8","Data Label","Global","User Defined","1","0"
"PI","807ae0f0","Data Label","Global","User Defined","1","0"
"c_-25","807ae0f8","Data Label","Global","User Defined","1","0"
"const_0.65","807ae0fc","Data Label","Global","User Defined","1","0"
"const_3.3","807ae100","Data Label","Global","User Defined","1","0"
"const_0.0003","807ae104","Data Label","Global","User Defined","1","0"
"c0.0","807ae298","Data Label","Global","User Defined","7","0"
"const_0.5","807ae2a0","Data Label","Global","User Defined","3","0"
"const_3","807ae2a8","Data Label","Global","User Defined","3","0"
"const_0.0","807ae2b0","Data Label","Global","User Defined","3","0"
"c60.0","807ae2b8","Data Label","Global","User Defined","1","0"
"c0.01","807ae2bc","Data Label","Global","User Defined","2","0"
"const_IntToDouble","807ae2c0","Data Label","Global","User Defined","2","0"
"const_0.02","807ae2c8","Data Label","Global","User Defined","1","0"
"const_30.0","807ae2cc","Data Label","Global","User Defined","1","0"
"const_0.1","807ae2d0","Data Label","Global","User Defined","2","0"
"const_5.0","807ae2d4","Data Label","Global","User Defined","1","0"
"const_-1.0","807ae2d8","Data Label","Global","User Defined","1","0"
"const_1.0","807ae2dc","Data Label","Global","User Defined","2","0"
"c_0.0","807ae360","Data Label","Global","User Defined","28","0"
"const_1.0","807ae364","Data Label","Global","User Defined","7","0"
"c_255","807ae370","Data Label","Global","User Defined","1","0"
"const_PI","807ae380","Data Label","Global","User Defined","3","0"
"const_HalfPi","807ae384","Data Label","Global","User Defined","2","0"
"const_2PI","807ae388","Data Label","Global","User Defined","1","0"
"const_400.0_ballSpin","807ae38c","Data Label","Global","User Defined","4","0"
"const_200.0","807ae390","Data Label","Global","User Defined","1","0"
"const_800.0","807ae394","Data Label","Global","User Defined","1","0"
"const_0.04","807ae3b4","Data Label","Global","User Defined","1","0"
"const_3.0","807ae3b8","Data Label","Global","User Defined","1","0"
"const_0","807ae578","Data Label","Global","User Defined","3","0"
"const_0.0","807ae590","Data Label","Global","User Defined","2","0"
"const_56.0","807ae59c","Data Label","Global","User Defined","4","0"
"doubleConst","807ae5b0","Data Label","Global","User Defined","2","0"
"const_120.0","807ae5b8","Data Label","Global","User Defined","1","0"
"const_0.0","807ae618","Data Label","Global","User Defined","10","0"
"const_100.0","807ae61c","Data Label","Global","User Defined","10","0"
"const_1.0","807ae620","Data Label","Global","User Defined","4","0"
"const_UintToDouble","807ae628","Data Label","Global","User Defined","30","0"
"const_ShortToDouble","807ae630","Data Label","Global","User Defined","13","0"
"0.01_HitboxScaleMultiplier","807ae638","Data Label","Global","User Defined","6","0"
"const_3","807ae63c","Data Label","Global","User Defined","1","0"
"const_0.5","807ae690","Data Label","Global","User Defined","20","0"
"const_0.01","807ae694","Data Label","Global","User Defined","12","0"
"const_0.0","807ae698","Data Label","Global","User Defined","30","0"
"const_0.1","807ae6b8","Data Label","Global","User Defined","3","0"
"const_IntToDouble","807ae6c0","Data Label","Global","User Defined","34","0"
"const_100","807ae6c8","Data Label","Global","User Defined","5","0"
"const_-0.05_minVeloForAirResistanceAdjustment","807ae6cc","Data Label","Global","User Defined","3","0"
"const_1.0","807ae6d0","Data Label","Global","User Defined","13","0"
"const_IntToDouble","807ae6d8","Data Label","Global","User Defined","16","0"
"const_2PI","807ae6e0","Data Label","Global","User Defined","4","0"
"const_PI","807ae6e4","Data Label","Global","User Defined","4","0"
"const_10000.0","807ae6e8","Data Label","Global","User Defined","14","0"
"const_0.3","807ae6ec","Data Label","Global","User Defined","2","0"
"const_0.00005","807ae6f0","Data Label","Global","User Defined","1","0"
"const_1.5pi","807ae6f4","Data Label","Global","User Defined","1","0"
"const_2.0","807ae6f8","Data Label","Global","User Defined","1","0"
"const_0.15","807ae6fc","Data Label","Global","User Defined","1","0"
"const_-3.0_endOfPitchZLimit","807ae700","Data Label","Global","User Defined","1","0"
"const_10.0","807ae704","Data Label","Global","User Defined","1","0"
"const_18.44","807ae708","Data Label","Global","User Defined","1","0"
"const_0.001","807ae70c","Data Label","Global","User Defined","2","0"
"const_1.0","807ae764","Data Label","Global","User Defined","1","0"
"const_0.3","807ae768","Data Label","Global","User Defined","1","0"
"const_0.0","807ae76c","Data Label","Global","User Defined","1","0"
"const_0.0","807ae7c0","Data Label","Global","User Defined","1","0"
"const_0.5","807ae7c8","Data Label","Global","User Defined","1","0"
"const_3.0","807ae7d0","Data Label","Global","User Defined","1","0"
"const_0.0","807ae7d8","Data Label","Global","User Defined","1","0"
"const_16.0","807ae7e0","Data Label","Global","User Defined","1","0"
"const_56.0","807ae7e4","Data Label","Global","User Defined","2","0"
"const_64.0","807ae7e8","Data Label","Global","User Defined","1","0"
"const_toDouble","807ae7f0","Data Label","Global","User Defined","1","0"
"const_1.0","807ae848","Data Label","Global","User Defined","28","0"
"const_2.0","807ae84c","Data Label","Global","User Defined","15","0"
"const_3.0","807ae850","Data Label","Global","User Defined","13","0"
"const_0.0","807ae854","Data Label","Global","User Defined","92","0"
"const_toDouble","807ae858","Data Label","Global","User Defined","15","0"
"const_toDouble","807ae860","Data Label","Global","User Defined","15","0"
"const_0.0?","807ae868","Data Label","Global","User Defined","15","0"
"const_0.8","807ae870","Data Label","Global","User Defined","6","0"
"const_100.0","807ae874","Data Label","Global","User Defined","1","0"
"const_15.0","807ae878","Data Label","Global","User Defined","2","0"
"const_20.0","807ae87c","Data Label","Global","User Defined","3","0"
"const_0.7","807ae880","Data Label","Global","User Defined","2","0"
"const_0.35","807ae884","Data Label","Global","User Defined","1","0"
"const_0.65","807ae888","Data Label","Global","User Defined","1","0"
"const_25.0","807ae88c","Data Label","Global","User Defined","3","0"
"const_0.5","807ae890","Data Label","Global","User Defined","16","0"
"const_1.5","807ae894","Data Label","Global","User Defined","2","0"
"const_0.2","807ae898","Data Label","Global","User Defined","4","0"
"const_0.75","807ae89c","Data Label","Global","User Defined","2","0"
"const_-1.0","807ae8a0","Data Label","Global","User Defined","3","0"
"const_UintToDouble","807ae8a8","Data Label","Global","User Defined","26","0"
"Const_4_BasesNeededToScore","807ae8b0","Data Label","Global","User Defined","9","0"
"const_2.5_distanceToBeSafeOnForce?","807ae8b4","Data Label","Global","User Defined","2","0"
"const_10000.0","807ae8c0","Data Label","Global","User Defined","2","0"
"const_0.03_slideDistance","807ae8c4","Data Label","Global","User Defined","3","0"
"const_0.2","807ae8c8","Data Label","Global","User Defined","1","0"
"const_0.125","807ae8d0","Data Label","Global","User Defined","1","0"
"float_1.2","807ae8d4","Data Label","Global","User Defined","2","0"
"const_0.1","807ae8d8","Data Label","Global","User Defined","4","0"
"const_0.4","807ae8dc","Data Label","Global","User Defined","2","0"
"const_0.15","807ae8e0","Data Label","Global","User Defined","4","0"
"const_3.15","807ae8e4","Data Label","Global","User Defined","1","0"
"const_5.0","807ae8fc","Data Label","Global","User Defined","4","0"
"const_3.5","807ae90c","Data Label","Global","User Defined","1","0"
"const_18.0","807ae910","Data Label","Global","User Defined","1","0"
"const_10.0_1BTagUpAllowableDistance","807ae918","Data Label","Global","User Defined","1","0"
"const_3.75","807ae91c","Data Label","Global","User Defined","1","0"
"float_0.05","807ae920","Data Label","Global","User Defined","1","0"
"const_0.3","807ae924","Data Label","Global","User Defined","1","0"
"const_pi","807ae928","Data Label","Global","User Defined","1","0"
"const_PI","807ae930","Data Label","Global","User Defined","6","0"
"const_0.01","807ae934","Data Label","Global","User Defined","1","0"
"const_3.8","807ae938","Data Label","Global","User Defined","1","0"
"emitterPosX","807ae9a4","Data Label","Global","User Defined","1","0"
"emitterPosY","807ae9a8","Data Label","Global","User Defined","1","0"
"emitterPosZ","807ae9ac","Data Label","Global","User Defined","1","0"
"emitterDirX","807ae9b0","Data Label","Global","User Defined","2","0"
"emitterDirY","807ae9b4","Data Label","Global","User Defined","1","0"
"emitterDirZ","807ae9b8","Data Label","Global","User Defined","1","0"
"const_0.0","807ae9bc","Data Label","Global","User Defined","10","0"
"c100000","807ae9c4","Data Label","Global","User Defined","3","0"
"tfd","807ae9c8","Data Label","Global","User Defined","18","0"
"const_0.2","807ae9f8","Data Label","Global","User Defined","1","0"
"c_127.0","807ae9fc","Data Label","Global","User Defined","9","0"
"c_640.0","807aea00","Data Label","Global","User Defined","9","0"
"const_3.0","807aea44","Data Label","Global","User Defined","1","0"
"const_8.0","807aea48","Data Label","Global","User Defined","1","0"
"const_6.0","807aea4c","Data Label","Global","User Defined","1","0"
"float_3.15","807aec70","Data Label","Global","User Defined","1","0"
"const_1000","807aecc8","Data Label","Global","User Defined","2","0"
"const_0.001","807aeccc","Data Label","Global","User Defined","2","0"
"const_UintToDouble","807aecd0","Data Label","Global","User Defined","7","0"
"0.0","807aecd8","Data Label","Global","User Defined","17","0"
"const_0.5","807aece0","Data Label","Global","User Defined","6","0"
"const_3","807aece8","Data Label","Global","User Defined","6","0"
"const_0","807aecf0","Data Label","Global","User Defined","6","0"
"const_1","807aecf8","Data Label","Global","User Defined","2","0"
"const_-0.01","807aecfc","Data Label","Global","User Defined","1","0"
"const_0.01","807aed00","Data Label","Global","User Defined","1","0"
"const_pi","807aed04","Data Label","Global","User Defined","10","0"
"const_4096","807aed08","Data Label","Global","User Defined","7","0"
"const_2pi","807aed0c","Data Label","Global","User Defined","8","0"
"const_2048","807aed18","Data Label","Global","User Defined","5","0"
"const_-PI","807aed20","Data Label","Global","User Defined","1","0"
"const_200.0_throwSpeedConstant","807aed78","Data Label","Global","User Defined","12","0"
"const_0.0","807aed7c","Data Label","Global","User Defined","48","0"
"const_0.5","807aed80","Data Label","Global","User Defined","22","0"
"const_3.0","807aed88","Data Label","Global","User Defined","22","0"
"const_0.0","807aed90","Data Label","Global","User Defined","22","0"
"const_1.0","807aed98","Data Label","Global","User Defined","16","0"
"const_60.0","807aed9c","Data Label","Global","User Defined","13","0"
"const_1.15","807aeda0","Data Label","Global","User Defined","22","0"
"const_30.0","807aeda4","Data Label","Global","User Defined","14","0"
"const_0.8","807aeda8","Data Label","Global","User Defined","14","0"
"const_80.0","807aedac","Data Label","Global","User Defined","13","0"
"const_1.3","807aedb0","Data Label","Global","User Defined","13","0"
"const_70.0","807aedb4","Data Label","Global","User Defined","13","0"
"const_-10.0","807aedb8","Data Label","Global","User Defined","2","0"
"const_0.35","807aedbc","Data Label","Global","User Defined","3","0"
"const_0.1","807aedc0","Data Label","Global","User Defined","2","0"
"const_3.15RunningHomeThreat?","807aedc4","Data Label","Global","User Defined","2","0"
"const_2.85","807aedc8","Data Label","Global","User Defined","1","0"
"const_1.5-1BTaggingUpSomething","807aedcc","Data Label","Global","User Defined","3","0"
"const_0.7","807aedd0","Data Label","Global","User Defined","4","0"
"const_5.0","807aedd4","Data Label","Global","User Defined","12","0"
"const_40.0","807aedd8","Data Label","Global","User Defined","4","0"
"const_3.0","807aeddc","Data Label","Global","User Defined","10","0"
"const_0.2","807aede0","Data Label","Global","User Defined","15","0"
"const_4.0","807aede4","Data Label","Global","User Defined","5","0"
"const_2.5","807aede8","Data Label","Global","User Defined","3","0"
"const_0.25","807aedec","Data Label","Global","User Defined","6","0"
"const_0.5","807aedf0","Data Label","Global","User Defined","7","0"
"const_0.3","807aedf4","Data Label","Global","User Defined","4","0"
"const_35.0?","807aedf8","Data Label","Global","User Defined","3","0"
"const_0.15","807aedfc","Data Label","Global","User Defined","9","0"
"const_0.85","807aee00","Data Label","Global","User Defined","2","0"
"const_2.25","807aee04","Data Label","Global","User Defined","1","0"
"const_3.25","807aee08","Data Label","Global","User Defined","1","0"
"const_UintToDouble","807aee10","Data Label","Global","User Defined","38","0"
"const_ByteToDouble","807aee18","Data Label","Global","User Defined","16","0"
"const_1.7","807aee20","Data Label","Global","User Defined","2","0"
"const_2.2","807aee24","Data Label","Global","User Defined","2","0"
"const_45-farThrowAndTagUpPlayAttemptDist","807aee28","Data Label","Global","User Defined","2","0"
"const_1.2_throw_Type1_SpeedMod","807aee2c","Data Label","Global","User Defined","3","0"
"const_10.0","807aee30","Data Label","Global","User Defined","11","0"
"const_69.0RelatedToThrowRunnerOutAtHome","807aee34","Data Label","Global","User Defined","1","0"
"const_62.0ThrowOutRunnerAtHome","807aee38","Data Label","Global","User Defined","1","0"
"const_75.0-despirationThrowHomeDist","807aee3c","Data Label","Global","User Defined","2","0"
"const_68.0-lessUrgentThrowHomeDist","807aee40","Data Label","Global","User Defined","1","0"
"const_62.0ThrowOutRunnerAt3B","807aee44","Data Label","Global","User Defined","1","0"
"const_50.0ThrowOutRunnerAt2B","807aee48","Data Label","Global","User Defined","2","0"
"const_15.0","807aee4c","Data Label","Global","User Defined","6","0"
"const_8.0","807aee50","Data Label","Global","User Defined","1","0"
"const_2.0","807aee54","Data Label","Global","User Defined","5","0"
"const_32.0","807aee5c","Data Label","Global","User Defined","1","0"
"const_7.0","807aee60","Data Label","Global","User Defined","3","0"
"const_0.6","807aee64","Data Label","Global","User Defined","2","0"
"const_0.45","807aee68","Data Label","Global","User Defined","1","0"
"const_400.0","807aee6c","Data Label","Global","User Defined","1","0"
"const_1.4","807aee70","Data Label","Global","User Defined","1","0"
"const_1.1","807aee74","Data Label","Global","User Defined","2","0"
"const_20.0","807aee78","Data Label","Global","User Defined","4","0"
"const_1.80","807aee7c","Data Label","Global","User Defined","5","0"
"const_13.0","807aee80","Data Label","Global","User Defined","2","0"
"const_6.0","807aee84","Data Label","Global","User Defined","1","0"
"const_7.5","807aee88","Data Label","Global","User Defined","1","0"
"const_0.02","807aee8c","Data Label","Global","User Defined","1","0"
"const_0.0001","807aee90","Data Label","Global","User Defined","3","0"
"const_0.05","807aee94","Data Label","Global","User Defined","1","0"
"const_0.9","807aee98","Data Label","Global","User Defined","3","0"
"const_-9999.9","807aee9c","Data Label","Global","User Defined","1","0"
"const_10000","807aeea0","Data Label","Global","User Defined","1","0"
"const_0.025","807aeea4","Data Label","Global","User Defined","1","0"
"const_0.325","807aeea8","Data Label","Global","User Defined","1","0"
"const_0.55","807aeeac","Data Label","Global","User Defined","1","0"
"const_0.95","807aeeb0","Data Label","Global","User Defined","3","0"
"const_14.0","807aeeb4","Data Label","Global","User Defined","1","0"
"const_0.015","807aeeb8","Data Label","Global","User Defined","1","0"
"const_0.0","807af000","Data Label","Global","User Defined","1","0"
"0.0","807af148","Data Label","Global","User Defined","4","0"
"const_0.5","807af150","Data Label","Global","User Defined","2","0"
"const_3","807af158","Data Label","Global","User Defined","2","0"
"const_0","807af160","Data Label","Global","User Defined","2","0"
"const_100","807af168","Data Label","Global","User Defined","2","0"
"const_200","807af16c","Data Label","Global","User Defined","1","0"
"const_-0.5","807af170","Data Label","Global","User Defined","1","0"
"const_-100","807af174","Data Label","Global","User Defined","1","0"
"3.0","807af178","Data Label","Global","User Defined","2","0"
"0.15","807af17c","Data Label","Global","User Defined","1","0"
"const_0.06","807af180","Data Label","Global","User Defined","1","0"
"const_63.0","807af188","Data Label","Global","User Defined","1","0"
"const_55.0","807af18c","Data Label","Global","User Defined","1","0"
"const_176","807af190","Data Label","Global","User Defined","1","0"
"c0.0","807af1f4","Data Label","Global","User Defined","1","0"
"c0.0","807af1f8","Data Label","Global","User Defined","1","0"
"c37.0","807af1fc","Data Label","Global","User Defined","1","0"
"PI/180","807af200","Data Label","Global","User Defined","1","0"
"c100.0","807af204","Data Label","Global","User Defined","2","0"
"c_0.0","807af20c","Data Label","Global","User Defined","10","0"
"const_10000","807af210","Data Label","Global","User Defined","1","0"
"const_-10000","807af214","Data Label","Global","User Defined","1","0"
"c_1.0","807af21c","Data Label","Global","User Defined","9","0"
"c_0.25","807af228","Data Label","Global","User Defined","1","0"
"c_2.0","807af22c","Data Label","Global","User Defined","1","0"
"c_22.0","807af230","Data Label","Global","User Defined","1","0"
"c_1.0","807af238","Data Label","Global","User Defined","2","0"
"const_0.5SunBackgroundSpread","807af2a4","Data Label","Global","User Defined","9","0"
"const_0.0","807af2a8","Data Label","Global","User Defined","51","0"
"const_0.5SunRelated4","807af2f8","Data Label","Global","User Defined","3","0"
"const_0.75","807af318","Data Label","Global","User Defined","2","0"
"const_640.0","807af320","Data Label","Global","User Defined","3","0"
"const_-1280.0","807af324","Data Label","Global","User Defined","3","0"
"const_-255.0","807af32c","Data Label","Global","User Defined","1","0"
"const_pi","807af330","Data Label","Global","User Defined","2","0"
"const_100.0","807af334","Data Label","Global","User Defined","1","0"
"const_255.0","807af338","Data Label","Global","User Defined","2","0"
"const_2.0","807af33c","Data Label","Global","User Defined","2","0"
"const_pi","807af340","Data Label","Global","User Defined","2","0"
"constToDouble?","807af348","Data Label","Global","User Defined","8","0"
"const_0.3125SunRelated","807af358","Data Label","Global","User Defined","1","0"
"const_0.0002SunSpinRate","807af35c","Data Label","Global","User Defined","1","0"
"const_128.0SunSpread","807af360","Data Label","Global","User Defined","1","0"
"c_0.0","807af3e8","Data Label","Global","User Defined","8","0"
"const_UintToDouble","807af3f0","Data Label","Global","User Defined","7","0"
"c_100.0","807af410","Data Label","Global","User Defined","3","0"
"tfd","807af500","Data Label","Global","User Defined","37","0"
"const_2.0","807af558","Data Label","Global","User Defined","12","0"
"const_0","807af57c","Data Label","Global","User Defined","29","0"
"const_4.0","807af588","Data Label","Global","User Defined","2","0"
"17.0","807af58c","Data Label","Global","User Defined","3","0"
"const_5.0","807af590","Data Label","Global","User Defined","2","0"
"const_pi","807af598","Data Label","Global","User Defined","18","0"
"const_180.0","807af59c","Data Label","Global","User Defined","17","0"
"const_10","807af5a0","Data Label","Global","User Defined","22","0"
"const_2.5_flameYAccl(Gravity)","807af5ac","Data Label","Global","User Defined","4","0"
"const_2.6","807af5b8","Data Label","Global","User Defined","4","0"
"const_5","807af5c0","Data Label","Global","User Defined","2","0"
"const_0.37_yBaseVelo","807af5c8","Data Label","Global","User Defined","2","0"
"const_0.0044","807af5cc","Data Label","Global","User Defined","1","0"
"thwompConstants","807af5e4","Data Label","Global","User Defined","1","11"
"const_8.0_smokeRadiusMaybe","807af5ec","Data Label","Global","User Defined","4","11"
